name,info
Hypertrophy Lower Adult Strength,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}]"
Day 2 Youth Movement Preparation Accum Wk2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [12]}, {'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'KB/DB Goblet Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Adult Upper Strength,"[{'exercise': 'Barbell Bench Press', 'sets': 7, 'reps': [5, 5, 5, 5, 5, 5, 5]}]"
RFT Block Upper Adult Hypertrophy,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 1, 'reps': [8]}, {'exercise': 'DB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Pushup', 'sets': 1, 'reps': [15]}]"
Adult Hypertrophy Deadlift Strength,"[{'exercise': 'Hex Bar Deadlift', 'sets': 7, 'reps': [5, 5, 5, 5, 5, 5, 5]}]"
Adult Standing Press Hypertrophy,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 7, 'reps': [5, 5, 5, 5, 5, 5, 5]}]"
Deload Hypertrophy Lower Adult Strength,"[{'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [5, 5, 5]}]"
Transmutation 2 Comp Lifts day 4 wk1,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [2, 2, 3, 3, 3, 3, 3]}]"
Transmutation 2 Upper Accessory 2 wk1,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [3]}, {'exercise': 'DB Skullcrusher', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Transmutation 2 Upper Accessory 1 wk 1,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [5, 8, 5, 3, 5]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 5, 3, 1, 3]}]"
Transmutation 2 Comp Lifts day 1 wk1,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [2, 2, 2, 2, 2, 2, 1]}, {'exercise': 'Barbell Front Squat', 'sets': 9, 'reps': [5, 5, 1, 1, 3, 1, 3, 1, 3]}]"
Transmutation 2 Lower Accessory 1 wk1,"[{'exercise': 'Partner Glute-Ham Raise', 'sets': 3, 'reps': [6, 6, 6]}]"
Transmutation Powerlifting Lower Day 1 Wk1,"[{'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Transmutation Powerlifting Upper Day 1 Wk1,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 1, 'reps': [5]}, {'exercise': 'KB Upright Row', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Transmutation Powerlifting Lower Day 2 Wk1,"[{'exercise': 'Barbell Bulgarian Split Squat', 'sets': 5, 'reps': [6, 6, 6, 6, 6]}]"
Transmutation Powerlifting Upper Day 2 wk1,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [3, 3, 3, 3, 3, 0]}]"
Transmutation Powerlifting Upper Accessory Day1 Wk1,"[{'exercise': 'Pullup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Accumulation Specific Powerlifting Volume,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [5, 3, 3, 10, 3, 10, 3, 10]}, {'exercise': 'Barbell 1-Leg SLDL', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Accumulation Specific Powerlifting Dynamic wk1,"[{'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [3, 3, 1, 1, 1, 5, 5, 5, 5, 5]}]"
Accumulation Specific Max Effort Wk1,"[{'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [5, 5, 7, 7, 7]}]"
Upper Accessory,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [8, 8, 8]}]"
Max Effort Lower Transmutation 2 wk1,"[{'exercise': 'Barbell Clean', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 2, 'reps': [1, 5]}, {'exercise': 'Barbell Clean', 'sets': 6, 'reps': [3, 2, 1, 3, 2, 1]}]"
MashTotal Max Effort Strength Waves 1-5 Wk1,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [5, 3, 2, 5, 2, 5, 1, 5]}]"
MashTotal Transmutation 2 Super Set Upper Wk1,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [3, 3, 3]}]"
MashTotal Transmutation 2 Super Set 2 Upper Wk1,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Tricep Rope Extension', 'sets': 3, 'reps': [10, 10, 10]}]"
MashTotal Transmutation 2 Lower Dynamic Day wk1,"[{'exercise': 'Barbell Front Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Barbell Front Squat', 'sets': 5, 'reps': [4, 4, 4, 4, 4]}]"
MashTotal Transmutation 2 Overhead Squats wk1,"[{'exercise': 'Barbell Overhead Squat', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
MashTotal Transmutation 2 Bench and Explosive Pushups wk1,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}, {'exercise': 'Ballistic MB Pushup', 'sets': 3, 'reps': [5, 5, 5]}]"
MashTotal Transmutation Upper Accessories 1 wk1,"[{'exercise': 'KB Upright Row', 'sets': 3, 'reps': [5, 5, 5]}]"
MashTotal SuperTotal Transmutation 2 Clean wk1,"[{'exercise': 'Barbell Clean', 'sets': 7, 'reps': [2, 2, 2, 2, 2, 2, 2]}]"
MashTotal Back Squat Volume Waves Transmutation 2 wk1,"[{'exercise': 'Barbell Back Squat', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}]"
MashTotal Transmutation 2 Lower Accessory Day 1 wk1,"[{'exercise': 'Pistol Squat', 'sets': 1, 'reps': [5]}, {'exercise': '1-Leg SB Hamstring Curl', 'sets': 1, 'reps': [8]}, {'exercise': 'Pistol Squat', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': '1-Leg SB Hamstring Curl', 'sets': 3, 'reps': [8, 8, 8]}]"
MashTotal SuperTotal Transmutation 2 Clean wk2,"[{'exercise': 'Barbell Clean', 'sets': 7, 'reps': [2, 2, 2, 2, 2, 2, 2]}]"
MashTotal Back Squat Volume Waves Transmutation 2 wk2,"[{'exercise': 'Barbell Back Squat', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}]"
MashTotal Transmutation 2 Lower Accessory Day 1 wk2,"[{'exercise': 'Pistol Squat', 'sets': 1, 'reps': [5]}, {'exercise': '1-Leg SB Hamstring Curl', 'sets': 1, 'reps': [8]}, {'exercise': 'Pistol Squat', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': '1-Leg SB Hamstring Curl', 'sets': 3, 'reps': [8, 8, 8]}]"
MashTotal Transmutation 2 Overhead Squats wk2,"[{'exercise': 'Barbell Overhead Squat', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
MashTotal Transmutation 2 Bench and Explosive Pushups wk2,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}, {'exercise': 'Ballistic MB Pushup', 'sets': 3, 'reps': [5, 5, 5]}]"
MashTotal Transmutation Upper Accessories 1 wk2,"[{'exercise': 'KB Upright Row', 'sets': 3, 'reps': [5, 5, 5]}]"
MashTotal Transmutation 2 Lower Dynamic Day wk2,"[{'exercise': 'Barbell Front Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Barbell Front Squat', 'sets': 5, 'reps': [4, 4, 4, 4, 4]}]"
MashTotal Max Effort Strength Waves 1-5 Wk2,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [2, 2, 2, 5, 2, 5, 1, 5]}]"
MashTotal Transmutation 2 Super Set Upper Wk2,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [3, 3, 3]}]"
MashTotal Transmutation 2 Super Set 2 Upper Wk2,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Tricep Rope Extension', 'sets': 3, 'reps': [10, 10, 10]}]"
Max Effort Lower Transmutation 2 wk2,"[{'exercise': 'Barbell Clean', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 2, 'reps': [1, 5]}, {'exercise': 'Barbell Clean', 'sets': 6, 'reps': [2, 2, 2, 2, 2, 2]}]"
MashTotal SuperTotal Transmutation 2 Clean wk3,"[{'exercise': 'Barbell Clean', 'sets': 7, 'reps': [2, 2, 2, 2, 2, 2, 2]}]"
MashTotal Back Squat Volume Waves Transmutation 2 wk3,"[{'exercise': 'Barbell Back Squat', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}]"
MashTotal Transmutation 2 Lower Accessory Day 1 wk3,"[{'exercise': 'Pistol Squat', 'sets': 1, 'reps': [5]}, {'exercise': '1-Leg SB Hamstring Curl', 'sets': 1, 'reps': [8]}, {'exercise': 'Pistol Squat', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': '1-Leg SB Hamstring Curl', 'sets': 3, 'reps': [8, 8, 8]}]"
MashTotal Transmutation 2 Overhead Squats wk3,"[{'exercise': 'Barbell Overhead Squat', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
MashTotal Transmutation 2 Bench and Explosive Pushups wk3,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}, {'exercise': 'Ballistic MB Pushup', 'sets': 3, 'reps': [5, 5, 5]}]"
MashTotal Transmutation Upper Accessories 1 wk3,"[{'exercise': 'KB Upright Row', 'sets': 3, 'reps': [5, 5, 5]}]"
MashTotal Transmutation 2 Lower Dynamic Day wk3,"[{'exercise': 'Barbell Front Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Barbell Front Squat', 'sets': 5, 'reps': [4, 4, 4, 4, 4]}]"
MashTotal Max Effort Strength Waves 1-5 Wk3,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [3, 2, 1, 5, 1, 5, 1, 5]}]"
MashTotal Transmutation 2 Super Set Upper Wk3,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 2, 'reps': [3, 3]}]"
MashTotal Transmutation 2 Super Set 2 Upper Wk3,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Tricep Rope Extension', 'sets': 2, 'reps': [10, 10]}]"
Max Effort Lower Transmutation 2 wk3,"[{'exercise': 'Barbell Clean', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 2, 'reps': [1, 5]}, {'exercise': 'Barbell Clean', 'sets': 6, 'reps': [2, 2, 2, 2, 2, 2]}]"
MashTotal SuperTotal Transmutation 2 Clean wk4,"[{'exercise': 'Barbell Clean', 'sets': 7, 'reps': [2, 2, 2, 2, 2, 2, 2]}]"
MashTotal Back Squat Volume Waves Transmutation 2 wk4,"[{'exercise': 'Barbell Back Squat', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}]"
MashTotal Transmutation 2 Lower Accessory Day 1 wk4,"[{'exercise': 'Pistol Squat', 'sets': 1, 'reps': [5]}, {'exercise': '1-Leg SB Hamstring Curl', 'sets': 1, 'reps': [8]}, {'exercise': 'Pistol Squat', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': '1-Leg SB Hamstring Curl', 'sets': 3, 'reps': [8, 8, 8]}]"
MashTotal Transmutation 2 Overhead Squats wk4,"[{'exercise': 'Barbell Overhead Squat', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
MashTotal Transmutation 2 Bench and Explosive Pushups wk4,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}, {'exercise': 'Ballistic MB Pushup', 'sets': 3, 'reps': [5, 5, 5]}]"
MashTotal Transmutation Upper Accessories 1 wk4,"[{'exercise': 'KB Upright Row', 'sets': 3, 'reps': [5, 5, 5]}]"
MashTotal Transmutation 2 Lower Dynamic Day wk4,"[{'exercise': 'Barbell Front Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Barbell Front Squat', 'sets': 5, 'reps': [4, 4, 4, 4, 4]}]"
MashTotal Max Effort Strength Waves 1-5 Wk4 5RM,"[{'exercise': 'Barbell Bench Press', 'sets': 7, 'reps': [3, 2, 1, 5, 5, 5, 0]}]"
MashTotal Transmutation 2 Super Set Upper Wk4,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [3, 3, 3]}]"
MashTotal Transmutation 2 Super Set 2 Upper Wk4,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Tricep Rope Extension', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Max Effort Lower Transmutation 2 wk4,"[{'exercise': 'Barbell Clean', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [2]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [0]}, {'exercise': 'Barbell Clean', 'sets': 6, 'reps': [2, 2, 2, 2, 2, 2]}]"
Big 4 Transmutation Max Effort Lower wk4,"[{'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Barbell Deadlift', 'sets': 8, 'reps': [3, 1, 1, 3, 1, 3, 1, 3]}, {'exercise': 'Barbell Back Squat', 'sets': 7, 'reps': [1, 1, 5, 5, 5, 5, 5]}]"
Big 4 Transmutation Military and Bench Day 2 wk4,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 8, 'reps': [3, 1, 1, 5, 1, 5, 1, 5]}, {'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Big 4 Transmutation Giant Set 1 Upper Day 2 wk4,"[{'exercise': 'Incline Barbell Bench Press', 'sets': 1, 'reps': [6]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Pullup', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Incline Barbell Bench Press', 'sets': 3, 'reps': [6, 6, 6]}]"
Big 4 Transmutation Giant Set 2 Upper Day 2 wk4,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Tricep Rope Extension', 'sets': 3, 'reps': [10, 10, 10]}]"
Big 4 Transmutation Lower Day 2 wk4,"[{'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [3, 3, 1, 1, 1, 5, 5, 5, 5, 5]}, {'exercise': 'Lateral Squat', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Big 4 Transmutation Bench and Military Day 1 Wk4,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [3, 1, 1, 5, 1, 5, 1, 5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Big 4 Transmutation Upper Accessory Day 1 wk4,"[{'exercise': 'Supine Row', 'sets': 1, 'reps': [8]}, {'exercise': 'KB Upright Row', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Supine Row', 'sets': 3, 'reps': [8, 8, 8]}]"
Big 4 Transmutation Squats and Depth Jump wk4,"[{'exercise': 'Depth Jump', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Depth Jump', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Depth Jump', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Depth Jump', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Depth Jump', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 2, 'reps': [5, 5]}]"
Big 4 Lower Accessory Day 1 wk4,"[{'exercise': 'Barbell RDL', 'sets': 1, 'reps': [8]}, {'exercise': 'DB Stepup', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Barbell RDL', 'sets': 3, 'reps': [8, 8, 8]}]"
Big 4 Transmutation Military and Bench Day 2 wk3,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 8, 'reps': [2, 2, 1, 5, 1, 5, 1, 5]}, {'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
Big 4 Transmutation Giant Set 1 Upper Day 2 wk3,"[{'exercise': 'Incline DB Bench Press', 'sets': 1, 'reps': [6]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Pullup', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'Incline DB Bench Press', 'sets': 2, 'reps': [6, 6]}]"
Big 4 Transmutation Giant Set 2 Upper Day 2 wk3,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Tricep Rope Extension', 'sets': 2, 'reps': [10, 10]}]"
Big 4 Transmutation Lower Day 2 wk3,"[{'exercise': 'Barbell Front Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Squat', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Barbell Front Squat', 'sets': 5, 'reps': [1, 1, 5, 5, 5]}]"
Big 4 Transmutation Bench and Military Day 1 Wk3,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [2, 2, 1, 5, 1, 5, 1, 5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
Big 4 Transmutation Upper Accessory Day 1 wk3,"[{'exercise': 'Supine Row', 'sets': 1, 'reps': [8]}, {'exercise': 'KB Upright Row', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Supine Row', 'sets': 2, 'reps': [8, 8]}]"
Big 4 Transmutation Squats and Depth Jump wk3,"[{'exercise': 'Depth Jump', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Depth Jump', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Depth Jump', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 2, 'reps': [5, 5]}]"
Big 4 Lower Accessory Day 1 wk3,"[{'exercise': 'Barbell RDL', 'sets': 1, 'reps': [6]}, {'exercise': 'DB Stepup', 'sets': 3, 'reps': [6, 6, 6]}, {'exercise': 'Barbell RDL', 'sets': 2, 'reps': [6, 6]}]"
Big 4 Transmutation Max Effort Lower wk2,"[{'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [1]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [1]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [1]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Deadlift', 'sets': 2, 'reps': [1, 3]}]"
Big 4 Transmutation Military and Bench Day 2 wk2,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}, {'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [3, 3, 3, 3, 3, 3]}]"
Big 4 Transmutation Giant Set 1 Upper Day 2 wk2,"[{'exercise': 'Incline DB Bench Press', 'sets': 1, 'reps': [6]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Pullup', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Incline DB Bench Press', 'sets': 3, 'reps': [6, 6, 6]}]"
Big 4 Transmutation Giant Set 2 Upper Day 2 wk2,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Tricep Rope Extension', 'sets': 2, 'reps': [10, 10]}]"
Big 4 Transmutation Lower Day 2 wk2,"[{'exercise': 'Barbell Front Squat', 'sets': 8, 'reps': [1, 1, 1, 5, 5, 5, 5, 5]}, {'exercise': 'Lateral Squat', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Big 4 Transmutation Bench and Military Day 1 Wk2,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [3, 2, 2, 6, 2, 6, 2, 6]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Big 4 Transmutation Upper Accessory Day 1 wk2,"[{'exercise': 'Supine Row', 'sets': 1, 'reps': [8]}, {'exercise': 'KB Upright Row', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Supine Row', 'sets': 3, 'reps': [8, 8, 8]}]"
